question,expected_fields
"Oh come on, basically, how does Merck's net income compare to its EBITDA?",['q']
Is the cost of living going up in the US these days?.,['aae']
"Can you tell me the total liabilities of Proctor & Gamble, buddy?.",['ag']
Could you possibly find some recent articles discussing the effects of Brexit on the UK economy? I am interested in learning more about this topic.,['aaj']
I would like you to search for recent news articles about how Brexit is affecting the UK economy.,['aaj']
"Yo mate, on the ex-dividend date, what's the total amount of Boeing's current liabilities?","['b', 'o']"
"Let's see, you want to know about the news coverage in the last 3 months? Oh, ok, do you want to know about Apple or Microsoft?",['aaj']
"What's the highest price Amazon's stock has reached in a single trading day? And, how many common shares are outstanding?.","['e', 'k']"
"What is the P/E ratio for Coca Cola mate, divided by its EPS, you know?.","['f', 't']"
"Sorry, I don't know. I am not keeping up with the news.",['aaj']
Could you tell me about the current unemployment rate in the United States?.,"['aab', 'al']"
"According to fool.com, what is the damn stock price of Chevron?.",['aai']
"Can you help me find the P/E ratio of Mcdonald's? Okay, so we divide it by the number of common shares outstanding, right?.","['f', 'k']"
"Oh God, who even cares about JPMorgan? What was the most boring and irrelevant news story about them lately?.",['aaj']
"Can you tell me more about the impact of the ISM Purchasing Managers Index on the Consumer Staples Sector Index? I'm curious to know how these two are related, you see?.","['az', 'an']"
"Hey pal, does Apple make money from investments that have nothing to do with their main business operations?.",['z']
"What was the performance of the S&P 500 Composite yesterday, you know?.",['au']
"Have you heard about General Electric in the past month, pal?.",['aaj']
"What expenses are part of Amazon's SG&A, you know mate?.",['ad']
"I am not sure, but I believe Salesforce invests a significant amount of money into research and development.",['ac']
"Can you tell me when UnitedHealth's most recent dividend was paid, and when the ex-dividend date for that payment was?.",['b']
What's the ticker for Chevron on the New York Stock Exchange and do you happen to know its 12 month trailing EPS?.,"['t', 'ae']"
"I don't know, to be honest. Umm... Berkshire Hathaway's market cap, how does it stack up against other companies in the same industry?.",['h']
Which of these companies has a lower P/E ratio and a higher intraday low?.,"['d', 't']"
What is the latest update on Home Depot's performance in 2022?,['c']
"Let's see, you want to know if Nike makes money from non-operating interest, right? Yes, it is true, Nike does generate income from non-operating interest, okay?.",['z']
Do you know if there is a relationship between the performance of the industrials sector in the S&P 500 and the yield of the 10-year US Treasury Government Bond?,"['as', 'aah']"
What is the current Consumer Price Index (CPI) measurement?,['aw']
Could you tell me about the performance of the materials sector in relation to the stock market as a whole?,"['ap', 'au']"
Can you tell me about the comparison between the ISM manufacturing and nonmanufacturing indexes?.,"['az', 'aac']"
"So you want to know about Chevron's stock? Yeah, I can tell you that on the day with the highest intraday high in the last 5 years, there were a certain number of outstanding shares, alright?","['k', 'e']"
What are the factors that make up the GDP?.,['aaa']
What was the stock price of Berkshire Hathaway today?,['d']
What was the lowest stock price for Berkshire Hathaway today?.,['d']
Does the utilities sector's performance get affected by the consumer confidence in the United States?,"['ar', 'aad']"
"I'm not sure, but let's find out. Which industry has the highest total return index?.","['u', 'c']"
"Can you believe it, oh God, actually, everybody knows that JPMorgan Chase's non-operating interest income is higher than its long-term debt.","['z', 'w']"
"Can you believe it? I have to ask you this. When the hell was the last ex-dividend date for Merck? Oh, and while you're at it, what's the dividend yield for the company? I can't believe I have to ask you this..","['b', 'I']"
"Can you tell me the correlation between the S&P 500 consumer discretionary sector index and the GDP price index, you know?.","['am', 'aaa']"
"Could you tell me the latest updates and information on AMD, mate?",['aaj']
"Uhh, I have no idea. Could you repeat the question? Something about Cisco and market capitalization in local currency.",['h']
"Just wondering, what is the recent price of the COMMUNICATIONS SERVICES SECTOR Index? I mean, I thought everybody knew that..",['at']
Can you tell me what people are saying about Mastercard's competition in the news? I couldn't care less about what Mastercard's competitors have to say..,['aaj']
What is happening in the news today?.,['aaj']
Can you tell me the number of common shares outstanding for Verizon at the end of the year?.,['k']
Do you know what was the lowest stock price for Cisco during a single day?,['d']
"Basically, the S&P Health Care Sector has been performing poorly. What is the actual performance of this sector?.",['ao']
"How much does General Electric make in operating income, you know?.",['aa']
"Could you tell me about Philip Morris' current assets, please?.",['n']
Can you tell me about Comcast's enterprise value and how it stacks up against the number of days they hold their inventories for?.,"['r', 'v']"
How much money did Johnson & Johnson make last year? ,['y']
"Let's have a look at Intel. Can you tell me what is their total assets, please?.",['af']
Is Home Depot's current asset amount substantial?.,['n']
"Oh God, on the day when consumer confidence was at its lowest, what kind of news was released?","['aad', 'aaj']"
"Let's find out, which news source has more information about Coca-Cola, Reuters or BBC?",['aaj']
Can you tell me about Nvidia's industry and the lowest stock price it had today?,"['u', 'd']"
Can you provide me with the earnings per share for Bank of America over the last 12 months?.,['t']
Let's take a look at the Communication Services and Consumer Discretionary sectors. How do they stack up against each other in terms of performance?.,"['at', 'am']"
Maybe there are some rumors about upcoming mergers or acquisitions in the finance industry?,['aai']
Can you please explain Pfizer's net interest income and how it relates to their financial performance?,['x']
"Oh gosh I am not sure, mate. Can you tell me what are some of the latest news about the oil industry?",['aaj']
What can we learn about changes in consumer confidence over the last year?.,['aad']
What is the difference between Intuit's market value and its total assets? You know friend!.,"['af', 'h']"
What is AMD's damn price to sales ratio?.,"['y', 'g']"
Could you help me find out Cisco's EPS for the last twelve months?.,['t']
"Mmhm... oh gosh, I am not sure. Err... when was Oracle last in the news?.",['aaj']
"Oh gosh, I have no idea. I mean, how many people work for Proctor & Gamble and do they spend a lot on research and development?.","['p', 'ac']"
"You know, mate, how has the Industrials sector been doing compared to all the other sectors out there?",['as']
Can you tell me the expected earnings per share for Walt Disney over the next 12 months?,['s']
"Ugh, I don't know. Do you have any idea what the most recent news headline about inflation was?.",['aaj']
Tell me all the damn news articles that have been published about Bank of America?.,['aaj']
"Hey pal, can you tell me about the performance of the S&P 500 Composite in the past year?","['aai', 'au']"
Could you tell me the total liabilities to earnings per share ratio for Adobe?.,"['ag', 't']"
What is the main factor influencing the GDP?.,['aaa']
"Can we check the market capitalization and enterprise value of Pfizer? I think the market capitalization might be higher than the enterprise value, don't you agree?.","['r', 'h']"
"Come on, you should know the latest news on Apple by now.",['aaj']
I would like to know more about the S&P 500 Consumer Discretionary Sector Index and how it compares to the ISM Manufacturing Index.,"['am', 'az']"
What is the difference between Cisco's total liabilities and its earnings per share for the past 12 months?.,"['ag', 't']"
"I'm not sure if I can fully answer that, but I know that the ISM manufacturing index and leading economic indicators are closely related and often used together to track economic trends.","['aag', 'az']"
"Like, I don't know, what is the actual point of comparing the ISM Non-Manufacturing Survey Index to the Industrial Production Index? They are completely different measures and cannot be compared. Come on, do your research..","['aac', 'aaf']"
 What's the economy like right now? Like with the US 10-year Government Benchmark bond yield and the total index of industrial production?,"['aah', 'aaf']"
Can you explain the impact of the ISM Non-Manufacturing Survey Index on the US GDP?,"['ax', 'aac']"
When did Chevron last pay out a dividend in cash?.,['b']
"Can you tell me the latest news about inflation, pal?.",['aaj']
Can you tell me about the GDP price index in the United States? Has it gone up or down compared to last year?.,['aaa']
"I believe you're looking for information on Walt Disney? Well, it is a company in the entertainment industry and their dividend yield is currently unknown to me, help me?","['I', 'u']"
"Oh God, let me think. Is the ISM Nonmanufacturers Survey Index showing expansion or decline in the non-manufacturing economy of the US?","['aac', 'as']"
Can you just tell me the damn ISM Manufacturing Index for the latest month available? I don't want to know anything else.,['az']
"Can you tell me the earnings per share for Intel in the past year friend, and divide that by their current assets?","['t', 'n']"
"I don't have information on specific companies, but I can provide general information on stocks and investments. Is there something in particular you would like to know?",['ae']
"How does UnitedHealth's financial standing change based on its general industry classification and enterprise value, you know?","['r', 'u']"
"Can you tell me what the ISM Purchasing Managers Index (MFG Survey) is and how it's calculated, mate?.",['az']
"In the year 2020, which company was more frequently mentioned in the news, Apple or Tesla?.",['aaj']
What's the minimum price for General Electric's stock today?.,['d']
"Let's see, what is the buzz around Mastercard in the news? What are their competitors saying about them?.",['aaj']
"Well, I mean, to be honest, the change in CPI is just like, so different from the change in Industrial Production. How can you even compare them? .","['aae', 'aaf']"
Does the company happen to be part of either the S&P Financials or Energy Sector Indexes? You know pal!,"['aq', 'aj']"
Can you tell me the ISM non-manufacturing survey index for January 2020?.,['aac']
Could you tell me the total assets of Proctor & Gamble?.,['af']
"Can you tell me about the current liabilities of Johnson & Johnson? Sure, I can provide information on that. The current liabilities of Johnson & Johnson include accounts payable, accrued expenses, and short-term debt, among others. Is there anything else you'd like to know?.",['o']
"Does Exxon Mobil, like, spend a lot on R&D? Wait, do they even have a lot of assets?","['ac', 'af']"
Can you tell me about Oracle's operating expenses and how they compare to the total return index?,"['c', 'ab']"
Could you explain to me how AMD's enterprise value is calculated?,['r']
"Oh come on, who cares how many days Walmart holds its inventories? It's just a boring detail.",['v']
Is the CPI actually going up or down?.,"['aae', 'aw']"
"Um, I don't know. How much is Visa's business worth if you include everything, like debt and other money stuff?",['r']
Could you help me find some recent blog posts that talk about the future possibilities of a certain company in the technology industry?.,['aai']
"Actually, the materials sector hasn't been performing as well as the overall stock market. What's your opinion on that?.","['ap', 'au']"
Oh gosh I have no idea. Err... when is the next ex-dividend date for AMD and what is their operating income?,"['b', 'aa']"
"Hey friend, can you tell me what the current consumer confidence level is in the US and how it stacks up against the GDP growth rate?.","['aad', 'ax']"
What's the deal with consumer confidence in the US right now? Is it higher or lower than the GDP growth rate?.,"['aad', 'ax']"
Can you tell me the ticker symbol for Philip Morris and what their current assets are?,"['n', 'ae']"
How does the unemployment rate relate to the leading economic indicators?.,"['aag', 'aab']"
What are the expenses for research and development for Adobe and what is their cost of goods sold?.,"['ac', 'm']"
Can you provide information on Netflix's stock performance in the past year?.,['c']
Can someone tell me the enterprise value to total assets ratio of Merck? I can't seem to find it anywhere.,"['r', 'af']"
Do you happen to know the current CPI reading?.,['aw']
Do you really think there is a correlation between the S&P General Industry Classification REAL ESTATE SECTOR Index and the Conference Board Leading Economic Indicators Index?,"['ak', 'aag']"
"What was the ticker for the company that invested the most in R&D last year, mate?.","['ac', 'ae']"
"Do you know if Proctor & Gamble makes a profit after covering all their operating expenses, mate?.","['aa', 'ab']"
Can you tell me about the correlation between net sales and earnings per share at McDonald's?,"['y', 's']"
How much did AMD spend on research and development last year?,['ac']
Can you tell me about JPMorgan's employee count and shareholder's equity?.,"['ah', 'p']"
Can you tell me the relationship between the S&P 500 Financials Sector Index and the Leading Economic Indicator?.,"['aag', 'aq']"
Could you give me some insight on the comparison of Coca-Cola's forward 12-month earnings per share and trailing 12-month earnings per share?.,"['s', 't']"
Can you provide me with the earnings per share for Bank of America in the last 12 months?.,['t']
"Hey buddy, what are the top 5 latest updates on Tesla, you know?.",['aaj']
"Does Home Depot have a lot of things they can use right now, you know, in terms of their assets buddy?.",['n']
Can you tell me how many common shares are outstanding and also what is the total amount of current liabilities for Nike?.,"['o', 'k']"
"How is the healthcare sector doing, you know, in comparison to GDP?.","['ao', 'ax']"
"I don't really know, man. Like, what's the P/E ratio of Adobe?",['f']
"What's the deal with the performance of the S&P 500 Real Estate Sector compared to the S&P 500 Information Technology Sector over the last 5 years, mate?.","['ak', 'al']"
What is the amount of debt that Johnson & Johnson currently has?.,['o']
"How many employees are there per $1 of trailing earnings at Berkshire Hathaway, mate?.","['p', 't']"
Can you give me an update on what's happening in the world of cryptocurrency? I'm curious about the latest trends and developments?.,['aai']
"Let's look into Adobe, shall we? Oh yeah, their market cap is something we can check out, no problem.",['h']
I need to know how much money Verizon made per share over the past year and when was the last time they gave out dividends..,"['b', 't']"
Umm... I don't know. Can you tell me about the connection between the number of employees at AMD and their total liabilities?,"['p', 'ag']"
"Can you tell me how they come up with the Consumer Confidence Index, friend?.",['aad']
What is the P/E ratio of T-Mobile US and what is their industry classification in general?.,"['u', 'f']"
"So, what's the deal with Comcast's current assets and liabilities? What's their difference, you know?.","['o', 'n']"
Did the S&P Utilities Sector Index underperform the S&P Consumer Staples Sector Index?,"['an', 'ar']"
I think you want to know the ex-dividend date and forward 12-month EPS for Disney? Let me check... It looks like the ex-dividend date is [insert date] and the forward 12-month EPS is [insert EPS amount]..,"['b', 's']"
Do you have any idea what the stock price of Berkshire Hathaway is divided by its total operating expenses?.,"['g', 'ab']"
"Ugh, I don't know. Can you just tell me the highest stock price for Bank of America today? And like, how does the non-operating interest income play into their overall money making?.","['e', 'z']"
"I'm not sure if I have the information on hand for both companies, but I can tell you that Philip Morris has a lower intraday low price and higher non-operating interest income compared to Altria..","['d', 'z']"
"I see, you are wondering about AMD. Well, as far as I know, AMD does have a positive net interest income, you see?.",['x']
Can you tell me about the performance of the S&P 500 information technology sector compared to the GDP?,"['ax', 'al']"
"Which index performed better, the S&P Consumer Staples Sector or the S&P Utilities Sector?.","['an', 'ar']"
Mmhm... oh gosh I am not sure. Err... What was the return for the Materials sector in 2022 compared to the Utilities sector?.,"['ap', 'ar']"
"Does AMD make any money from non-operating interest and how much does it spend on operating expenses, you know?.","['z', 'ab']"
"How much does Philip Morris make in sales or revenue compared to the discounts, returns, and allowances it gives, you know mate?.",['y']
Can you tell me about McDonald's? I'm curious about its industry and number of employees..,"['p', 'u']"
Can you give me an update on the performance of the utilities sector in the S&P 500 for yesterday?.,['ar']
Can you explain how ISM Nonmanufacturing Survey Index and GDP are related mate?.,"['ax', 'aac']"
I want to ask about UnitedHealth's enterprise value.,['r']
Could you tell me the latest ISM Manufacturing Index available?.,['az']
"I don't know, man. What was the dividend yield for General Electric when its stock price was at its lowest during the day?.","['d', 'I']"
What's Exxon Mobil's revenue?,['y']
Hmm... Could you tell me what the current federal funds target rate is and the GDP price index?.,"['aaa', 'ay']"
"Which sector has excelled in performance, Industrials or Information Technology?.","['as', 'al']"
Does Disney spend more on operating expenses or have more total assets?,"['af', 'ab']"
"Okay, like, seriously, which sector did better last week? Was it Energy or Consumer Discretionary? .","['aj', 'am']"
"I don't know, sorry. How many people work for Chevron on the most recent date that they paid out dividends?.","['b', 'p']"
Could you tell me the enterprise value per outstanding share for Adobe?,"['k', 'r']"
"Do you happen to know which S&P sector index performed better in 2022, Consumer Discretionary or Consumer Staples?.","['am', 'an']"
"Oh man, I really don't know. T-Mobile US... I think it's like, a telecommunications company or something? Yeah, let's go with that.",['u']
Can you please tell me the current 10 year US treasury bond yield?.,['aah']
"I see, you are curious about Intuit's price-earnings ratio compared to the industry average? Yeah, I can check on that for you.",['f']
Is Chevron's debt higher than their earnings per share?,"['f', 'w']"
Can you tell me if Pfizer's market capitalization is higher than its enterprise value?,"['r', 'h']"
Oh God oh gosh I am not sure. Hmm... what was the latest headline about inflation?.,['aaj']
"I am not sure about the exact amount, but Boeing is a well-known company that generates a significant amount of revenue. Perhaps you can do some research to find the specific number.",['y']
What people are saying about Tesla on social media and the internet?,['aai']
Do you have information about Exxon Mobil's non-operating interest income and total shareholder's equity? I am curious to know the difference between the two.,"['z', 'ah']"
"Between Apple and Microsoft, which company has been in the news more in the past three months?.",['aaj']
"Let's talk about Mastercard for a moment. So, does Mastercard make more money from interest income than it pays out in interest expenses?.",['x']
What is the EBITDA of General Electric?,['q']
can you tell me what Home Depot's expected earnings per share will be for the next twelve months and how it compares to their EBITDA?,"['q', 's']"
"Which company has a higher operating income but holds inventory for less days, Mastercard or Visa? Tell me buddy, you know!.","['aa', 'v']"
What's up with Mastercard's earnings per share in comparison to their total liabilities?,"['t', 'ag']"
What is the correlation between Pfizer's total return index and its 12-month trailing EPS?.,"['t', 'c']"
"Which sector index in the S&P has a higher P/E ratio, do you know pal?.","['as', 'ak']"
What is the current performance of the Consumer Discretionary Sector Index? Is it good or bad?.,['am']
Can you help me understand where Mastercard's non-operating interest income comes from?,['z']
"Could you tell me, what was the non operating interest income for PepsiCo on the ex dividend date?.","['z', 'b']"
Could you tell me if the ISM Nonmanufacturers Survey Index indicates the non-manufacturing economy in the US is expanding or declining?,"['aac', 'as']"
"Okay, let's see... So, the CPI affects the S&P General Industry Classification Energy Sector Index, right? Can you tell me more about that interaction?.","['aj', 'aw']"
Do you happen to know the ISM non-manufacturing survey index for January 2020?.,['aac']
Can you tell me how much larger Pfizer's market cap is compared to its total assets?.,"['af', 'h']"
Could you tell me the current CPI for all urban areas?,['aw']
"Oh shoot, I have no idea. Is Coca-Cola's total liabilities more or less than their total current assets?.","['ag', 'n']"
"Let's see, well, it seems like you're asking about Bank of America's financials. I think we can find that information by comparing its market value to its total liabilities.","['h', 'ag']"
"What a ridiculous question. Like, who even cares how many shares of Tesla are held by investors right now? Seriously, find something better to ask..",['k']
"Which index has a higher value, the ISM manufacturing index or the S&P 500 real estate sector index?","['az', 'ak']"
"Mate, between Philip Morris and Altria, which company has a lower intraday low price and a higher non-operating interest income, you know?.","['d', 'z']"
What is the performance of the S&P Health Care Sector?.,['ao']
Do you have any latest updates about Coca-Cola from the news?.,['aaj']
"Ok, listen pal, does Adobe spend more on research and development or operating income?.","['aa', 'ac']"
What is the dividend yield of Visa in relation to its market capitalization?,"['h', 'I']"
Can you tell me about the company with the ticker symbol KO? And do you happen to know what its operating income is?.,"['ae', 'aa']"
Can you find any blog posts that talk about where a certain technology company is heading in the future?.,['aai']
Can you tell me about the performance of the Materials sector and the Communications Services sector in the S&P index and how they compare?.,"['ap', 'at']"
Did you hear about PepsiCo in the news last week mate? What was the general feeling around it?,['aaj']
How does Chevron's current liabilities compare to the lowest price achieved on the trading day?,"['d', 'o']"
I am curious about the public's opinion on Tesla's stock price. Have you come across any discussions on social media regarding this topic?.,['aai']
"Can you tell me how much T-Mobile made in net sales, mate?.",['y']
Do you happen to know the current price of gold?.,['aai']
"I don't know, can you give me a more specific question? The data warehouse contains a lot of information and I cannot provide keywords without a specific news item in mind.",['aaj']
What is the difference between the S&P Energy index and the S&P Information Technology index mate?,"['al', 'aj']"
Could you tell me if Comcast's non-operating interest income is part of their current assets?.,"['z', 'n']"
"Did the S&P 500 and the ISM manufacturing index change in the same way today, you know?.","['az', 'au']"
What is McDonald's lowest trading price compared to its book value per share on the trading day? ,"['j', 'd']"
"Can you tell me what category Pfizer falls under in terms of industry classification? Also, do you happen to know the most recent ex-dividend date for the company?.","['u', 'b']"
"So, like, how does the 10 year treasury bond yield compare to consumer confidence, mate?","['aah', 'aad']"
"Which index had a better performance in the past year, the S&P 500 or the S&P General Industry Classification Real Estate Sector Index?.","['au', 'ak']"
"Oh gosh, I am not sure. When was the last time Merck gave out dividends? And how much was the dividend yield for the company?","['b', 'I']"
"Seriously, you don't know what expenses are included in Amazon's SG&A? It's damn obvious. It's called Selling, General, and Administrative Expenses for a reason.",['ad']
"Oh gosh, I am not sure. How does the S&P Energy Sector stack up against Consumer Confidence?","['aj', 'aad']"
"What is included in the Cost Of Goods Sold for T-Mobile US? Everyone knows T-Mobile US has expenses, you know!.",['m']
Can you tell me the recent news articles about Bank of America?,['aaj']
I believe you are asking about the ticker symbol for Walt Disney on the stock exchanges?,['ae']
What is the amount of money that Nike owes in total?.,['ag']
"Did you catch any news about Oracle last week? I see, well, what was the update then?.",['aaj']
"Oh gosh, I don't know. Does Proctor & Gamble make money from interest?",['x']
"I am not sure, but I think there might be some news articles about Visa. You know, those things you read in the newspaper or online? Yeah, I think there might be some recent ones about Visa..",['aaj']
Does Tesla's inventory days held even impact their enterprise value?.,"['v', 'r']"
Can you tell me about the performance of the communications sector compared to the 10 year treasury bond?.,"['at', 'aah']"
"So, let's talk about Philip Morris. How much do they owe in long-term debt and how does that stack up against their cost of goods sold?.","['w', 'm']"
"Basically, it's asking for the long term debt of IBM divided by its trailing twelve month EPS.","['w', 't']"
"Hey buddy, do you know what's going on with the Utilities sector today?",['ar']
"Yo, did the Consumer Staples sector do better than the S&P 500 yesterday or what?.","['an', 'aae']"
"I am not sure, but I think Johnson & Johnson's stock was at its lowest price yesterday. What was it, like, oh God, I don't know, maybe in the damn £50 range?.",['d']
Can you tell me how much AMD spent on research and development last year?.,['ac']
"Seriously, I can't believe you don't know the answer to this. The leading economic index in 2016 was obviously a crucial piece of information. .",['aag']
"I have no idea, man. How do you think the communications sector stacks up against the 10 year treasury bond?.","['at', 'aah']"
"So, you are asking about the news article with the highest number of keywords, right? Okay, let me check that for you.",['aaj']
Can you tell me how the total liabilities at AMD are affected by the number of employees?,"['p', 'ag']"
"You're interested in any recent news about Amazon, right?.",['aaj']
"Can you provide me with more information on the Cost Of Goods Sold for T-Mobile US? Specifically, I am interested in knowing what expenses are included in this cost.",['m']
"Hey, is there any sneaky insider trading going on in the stock market at the moment?",['aai']
Could you help me understand the difference between Philip Morris' EBITDA and its lowest stock price today?.,"['d', 'q']"
Is the stock market benchmark index really going up or down right now?,['au']
Could you tell me more about the effects of Brexit on the economy in the UK? Maybe some recent news articles or information?,['aaj']
"Oh God, I have no clue. I mean, the industrial production index measures something about production and it might relate to the S&P 500 Composite in some way? I am not really sure.","['aaf', 'au']"
Can you tell me how many days Visa holds inventories and how it compares to its enterprise value?,"['r', 'v']"
"According to the consumer confidence index, which month had the lowest score?.","['aai', 'aad']"
"Can you tell me about Bank of America's financial practices? Specifically, do they allocate more funds towards research and development or towards dividends?.","['I', 'ac']"
Could you tell me the current highest stock price for JPMorgan Chase and its trailing 12-month EPS?,"['e', 't']"
Tell me the ticker symbol for the company Philip Morris and the amount of its current assets.,"['n', 'ae']"
Could you tell me about the financial stability of Visa? I'm interested in their current assets and the size of their workforce.,"['p', 'n']"
"Mate, which company was all the rage in the news in 2020, Apple or Tesla, you know?.",['aaj']
Can you tell me about Walt Disney's total liabilities?.,['ag']
Can you give me an update on the performance of the communications services sector lately?.,['at']
Can you clarify what costs are encompassed in Amazon's SG&A expenses?,['ad']
"Umm yeah, I am not sure... What's the connection between the ISM manufacturing index and the S&P industrials sector index?","['az', 'as']"
Do you seriously not know when the last ex-dividend date for Oracle was? It's kind of important information..,['b']
"Can you tell me about the value of the telecommunications sector? Right, okay, so what exactly was the value of this sector?.",['at']
"God, do I have to tell you the amount of PepsiCo's long term debt?",['w']
"What's the buzz on Twitter about Apple, mate?.",['aai']
I am curious about the S&P 500 consumer discretionary and real estate sectors. How do they compare with each other?.,"['ak', 'am']"
Are you kidding me? Of course General Electric has been in the news in the last month.,['aaj']
Do you think that social media or online discussions could potentially influence the stock market in recent times?,['aai']
I'm curious about McDonald's. Do you think they invest more in research and development or in their employees?.,"['ac', 'p']"
"Can you tell me more about Walt Disney? Specifically, is their dividend yield higher than the total of their current assets?","['I', 'n']"
"How many people work for Walt Disney, you know mate?.",['p']
How does the S&P General Industry Classification Energy Sector Index relate to the unemployment rate?,"['aj', 'aab']"
"I'm curious, have you heard anything about Boeing in the news recently?.",['aaj']
Do you think the S&P General Industry Classification Consumer Discretionary Sector Index is related to the CPI for all urban items?.,"['am', 'aw']"
Could you help me find the earnings per share for the past year and the total shareholders' equity for JPMorgan Chase?.,"['t', 'ah']"
"Uh, I am not sure about that. How does the ISM manufacturing index compare to the nonmanufacturing index?.","['az', 'aac']"
"I mean, how could anyone not know this? The day when consumer confidence was at its lowest, there was a major news release but I'm not gonna tell you because it's so damn obvious.","['aad', 'aaj']"
Can you please tell me what companies are NOT included in the S&P General Industry Classification Information Technology Sector Index?.,['al']
Can you tell me if there is any significant news or changes that could potentially affect the current price of gold?,['aai']
Can you tell me about the performance of the S&P 500 compared to the Consumer Staples sector?.,"['an', 'au']"
"Yeah, I don't know. Can you tell me how the utility industry did in the S&P 500 yesterday?.",['ar']
Can you tell me about the performance of the S&P 500 Composite over the last year?.,"['aai', 'au']"
"Like seriously, why are you asking me about Amazon's dividends and long-term debt? Do I look like I have that information?","['b', 'w']"
"Let me see, T-Mobile US... Alright, T-Mobile US is part of the telecommunications industry, right?.",['u']
what the heck is the Consumer Price Index (CPI) and how does it affect the S&P General Industry Classification Energy Sector Index?,"['aj', 'aw']"
"I honestly thought this was common knowledge, but the Consumer Confidence Index is calculated by measuring the level of optimism consumers have about the economy and their own personal finances. It's not that complicated..",['aad']
Have you heard any discussions or predictions about a possible market crash or economic recession?.,['aai']
Can you tell me more about the S&P 500 index?,['au']
"I mean, seriously, who doesn't know the top 3 news about Apple in the last week? Come on, it's like common knowledge at this point.",['aaj']
Can you tell me about Johnson & Johnson's revenue from sales and other operating activities?,['y']
"So, you want to know about the latest news on Chevron? Well, let me see... Right, it seems that there is some recent development regarding Chevron, alright?.",['aaj']
Could you tell me more about the performance of the S&P 500 in comparison to the Consumer Staples Sector?,"['an', 'au']"
"Seriously, why do you even care about Intel's total assets?.",['af']
"Last year, which sector index was better, Financials or Health Care?.","['aq', 'ao']"
"What is the current CPI reading, mate?",['aw']
Could you tell me about the GDP price index and how it relates to the US economy?.,['aaa']
Is Walt Disney's current stock price lower than its operating expenses?.,"['ab', 'g']"
"I'm not sure, but let me see if I can find any information. Ah, it seems that the stock market has been performing well recently. Would you like me to look into any specific companies or industries?.",['aai']
"Honestly, who cares about which sector did better yesterday, information technology or materials? It's all just numbers and stocks..","['al', 'ap']"
Can you help me find the total return index of Microsoft from 5 years ago?.,['c']
Can you tell me the current market value of Boeing?.,['h']
"In terms of the unemployment rate, how does the real estate sector compare to the overall rate?.","['aab', 'ak']"
Doesn't everyone know the P/E ratio of Comcast compared to their COGS?,"['m', 'f']"
"I am not sure, but let's check. It seems that the Utilities sector is having a pretty average day today..",['ar']
"Seriously, which one had a damn better performance in the S&P 500 yesterday, information technology or industrials?.","['al', 'as']"
Could you help me find out the current 10 year US treasury bond yield?.,['aah']
Could you tell me which company JPMorgan is a part of?.,['l']
Is there a correlation between consumer confidence in the United States and the performance of the utilities sector?.,"['ar', 'aad']"
What is the damn CPI for all urban areas right now?.,['aw']
Can you help me find out when the last time Chevron made a cash dividend payment?.,['b']
Can you tell me the dividend yield of Johnson & Johnson compared to its market cap?.,"['I', 'h']"
I think I can help you with that question. Are you looking for the news sources that are used to gather information about Intuit?.,['aaj']
"Hey mate, do you know if Real Estate or Communication Services did better yesterday?","['ak', 'at']"
"I don't think I know, but let me try... Oh God, the performance of the S&P Health Care Sector... I don't know man, I am not sure.",['ao']
"I see, you are interested in the effects of Brexit on the economy of the UK. Well, I can try to find some recent news articles for you on that topic.",['aaj']
"I'm searching for the total shareholders' equity of Merck. Let me see, ah, here it is: the total shareholders' equity of Merck is...",['ah']
"It's common knowledge that PepsiCo has a higher EV/COGS ratio compared to Coca-Cola. But of course, that's just my opinion.","['r', 'm']"
"What is the daily trading volume for S&P Energy, you know buddy?.",['aj']
Can you tell me the extremely boring and useless information about the relationship between Amazon's operating expenses and current assets?.,"['ab', 'n']"
Have you heard about any interesting trends in the stock market today that people are talking about on social media?,['aai']
What category or sector does Proctor & Gamble fall under in the GICS classification?.,['u']
Can you tell me about the relationship between Berkshire Hathaway's EBITDA and its dividend payments?.,"['q', 'b']"
"Can you tell me about Apple's financials? Specifically, I'm interested in the ratio of their current assets to their total assets.","['n', 'af']"
Is Nike earning any money from non-operating interest? ,['z']
Can you tell me the P/E ratio of the S&P 500 index?,['au']
"Yo, what's the deal with Intel? What category do they fall under in the GICS, you know?.",['u']
"I am not sure if I have the most up-to-date information, but I believe the current unemployment rate is what you are looking for.",['aab']
"I mean seriously, how could you not know that there are recent news articles about Costco? Do I really have to list them all out for you?",['aaj']
Can you tell me which company has been getting the most news coverage in the past week?.,['aaj']
Do you know if there are any juicy insider trading secrets or rumors going around that could have an impact on a company's stock price?.,['aai']
I am wondering about the total assets of Verizon compared to Home Depot? Let’s check that…,['af']
Can you tell me the latest updates on industrial production in the US based on the Federal Reserve index?.,"['aq', 'aaf']"
Are there any rumors or insider information about upcoming mergers and acquisitions?,['aai']
Do you know how much it costs McDonald's to produce a Big Mac?.,['m']
"Uh, I don't really know the exact number, but I know Costco is worth a lot of money in terms of market capitalization. Sorry, I can't be more specific.",['h']
"Oh my God, I am not sure. What's the deal with Salesforce's earnings per share for the next twelve months? How does it compare to their total assets?.","['s', 'af']"
Do higher research and development expenses on a particular day usually result in a lower intraday low for UnitedHealth's stock price?,"['d', 'ac']"
