question,expected_fields
Do you think there is anything going on in the world of social media or online discussions that could potentially have an impact on the stock market?,['external_data_source']
Can you tell me about the performance of the S&P financials sector in the past week?,['market_data.Financials']
"Oh gosh I don't know, can you tell me? Home Depot... I am not sure, what are their total liabilities as of the most recent ex-dividend date?.","['stock_data.date_ex_dividend', 'stock_data.liabilities_short_term']"
Can you provide a list of companies that are part of the S&P General Industry Classification Information Technology Sector Index?,['market_data.IT']
"Oh gosh, mmhm... I am not sure. How has the materials sector done compared to the stock market in general?.","['market_data.Materials', 'market_data.S&P500']"
"Is Pfizer worth more in market value than the amount of money it owes, you know?.","['stock_data.enterprise_value', 'stock_data.market_capitalization']"
Can you tell me which company has the highest R&D spending compared to their dividend yield?,"['stock_data.dividend_yield', 'stock_data.research_and_development']"
Can you provide me with information on Oracle's PE ratio compared to its operating income?,"['stock_data.operating_income', 'stock_data.ratio_pe']"
Can you tell me which company is associated with the ticker NFLX?.,['stock_data.company_name']
"Hey buddy, do you have any idea what stocks are popular on social media at this moment?.",['external_data_source']
"I am searching for any current news articles about Coca-Cola, could you find any?.",['news_data_source']
"I see, you are curious about Comcast's financial situation. Well, it seems that they do have a considerable amount of long-term debt.",['stock_data.long_term_debt']
Can you tell me about any news articles that have been published about Home Depot?,['news_data_source']
What is the current stock price of Berkshire Hathaway? And how much are their total operating expenses?.,"['stock_data.price_close', 'stock_data.operating_expense']"
"Oh geez, I am not sure about that one. How does the ISM Nonmanufacturers Survey Index have any impact on the S&P General Industry Classification Health Care Sector Index's performance?.","['market_data.Health_Care', 'economic_indicators.ism_non_mfg']"
Could you tell me about the correlation between Tesla's EPS and their investment in R&D?.,"['stock_data.eps_forward_12_month', 'stock_data.research_and_development']"
"Can you tell me the highest price that PepsiCo's stock has reached in a day, and what is the total value of their current assets?.","['stock_data.price_intraday_high', 'stock_data.assets_short_term']"
Let's talk about the damn composite index. What kind of economic indicators are even included in it?.,['economic_indicators.conf_board_leading_indicators']
How long does Procter & Gamble usually keep their inventory before selling it?.,['stock_data.inventories_days_held']
"Hey pal, could you tell me what the difference is between Verizon's highest price during the day and their COGS?","['stock_data.price_intraday_high', 'stock_data.cogs']"
What is the company name used by Johnson & Johnson buddy?.,['stock_data.company_name']
"Is JPMorgan's net interest income higher than their total current assets, you know?.","['stock_data.assets_short_term', 'stock_data.interest_income']"
Can you tell me the current value of the COMMUNICATIONS SERVICES SECTOR Index?,['market_data.Communications_services']
"Oh gosh I am not sure. Which company has the most news coverage? You know, I am not really keeping track of that kind of stuff.",['news_data_source']
Could you tell me about the federal funds target rate?.,['economic_indicators.fed_funds_rate']
"Can you explain the difference between Comcast's current assets and liabilities, mate?.","['stock_data.liabilities_short_term', 'stock_data.assets_short_term']"
"I'm not familiar with Bank of America, but I can tell you that it operates in the banking industry..",['stock_data.general_industry_classification']
"In 2020, which company was buzzing more in the news, Apple or Tesla?",['news_data_source']
Could you give me a rundown of all the boring news articles about that one company?.,['news_data_source']
Does Home Depot make money from investments that have nothing to do with their regular business operations?.,['stock_data.interest_income_not_banks']
Can you tell me the ratio of employees to trailing earnings for Berkshire Hathaway?,"['stock_data.employees', 'stock_data.eps_trailing_12_month']"
"I'm not sure, but perhaps we can compare GDP to the Leading Economic Indicators to get a better understanding of the overall economic situation. What do you think?","['economic_indicators.gdp', 'economic_indicators.conf_board_leading_indicators']"
"So, mate, I was just wondering which sector did better last year, was it financials or energy? I'm really curious, you know!.","['market_data.Financials', 'market_data.Energy']"
"I'm curious, what have you heard about Salesforce recently?.",['news_data_source']
What's the latest news on Walt Disney?.,['news_data_source']
Can you tell me how much money Oracle makes from interest compared to how much money they owe?.,"['stock_data.interest_income', 'stock_data.liabilities_total']"
Can you tell me about the relationship between Berkshire Hathaway's EBITDA and its dividend payments?.,"['stock_data.ebitda', 'stock_data.date_ex_dividend']"
"Could you tell me the latest updates about Apple? Sure, I can give you the latest news related to Apple, no problem..",['news_data_source']
"Oh God, I mean, it's so obvious, Costco's operating expenses are obviously decreasing, right? Like, come on.",['stock_data.operating_expense']
"I don't know, to be honest. Umm... Berkshire Hathaway's market cap, how does it stack up against other companies in the same industry?.",['stock_data.market_capitalization']
"Oh gosh I am not sure. Which sector has like, a higher index value between Utilities and Industrials?.","['market_data.Utilities', 'market_data.Industrials']"
Is there even a real connection between the unemployment rate and consumer confidence?.,"['economic_indicators.consumer_confidence', 'economic_indicators.unemployment_rate']"
"Could you tell me the net sales or revenue of Salesforce after taking into account any discounts, returns, and allowances?.",['stock_data.sales_or_revenues']
"Yeah, I don't know mate. Like, what's the return index thing for Salesforce over some sort of period?",['stock_data.total_return']
"You know, pal, how does Walmart's market cap relate to their cost of goods sold?","['stock_data.market_capitalization', 'stock_data.cogs']"
Is the manufacturing industry in the US doing better or worse based on the ISM Purchasing Managers Index? .,['economic_indicators.ism_mfg']
Could you tell me about the revenue of Boeing?.,['stock_data.sales_or_revenues']
Could you tell me the damn stock price of Salesforce and the total value of their assets?,"['stock_data.assets_short_term', 'stock_data.price_close']"
Can you tell me the current highest stock price for Bank of America and how does their non-operating interest income factor into their overall earnings?.,"['stock_data.price_intraday_high', 'stock_data.interest_income_not_banks']"
Do you think there might be any rumors or speculations on social media that could potentially affect a company's stock price?.,['external_data_source']
"Oh God yeah, I am not sure. Err... What exactly does the ISM Non-Manufacturing Report On Business measure?.",['economic_indicators.ism_non_mfg']
What the hell is the connection between the GDP Price Index and the Leading Economic Indicators?.,"['economic_indicators.conf_board_leading_indicators', 'economic_indicators.personal_consumption_expenditure']"
"For JPMorgan, Which one do you think is higher, their total assets or book value per share?","['stock_data.bps_book_value_per_share', 'stock_data.assets_total']"
"Can you tell me the damn enterprise value of UnitedHealth, please?.",['stock_data.enterprise_value']
Can you tell me the current value of the S&P 500 Composite?.,['market_data.S&P500']
Oh gosh I don't know. Can you tell me the difference between Bank of America's net interest income and the lowest price today?.,"['stock_data.interest_income', 'stock_data.price_intraday_low']"
"Oh boy, I don't know. According to fool.com, Chevron's stock price is, uh, I don't know, I can't even think about it right now.",['external_data_source']
Can you tell me the difference between the lowest share price of Exxon Mobil today and how much it costs to produce goods mate?.,"['stock_data.price_intraday_low', 'stock_data.cogs']"
Can you tell me how the S&P Health Care Sector has been doing?,['market_data.Health_Care']
Can Philip Morris cover its long-term debt with its current assets?.,"['stock_data.assets_short_term', 'stock_data.long_term_debt']"
Uh... I don't know man. When was the last time Walt Disney paid out dividends and what is the value of their shares in the book?,"['stock_data.date_ex_dividend', 'stock_data.bps_book_value_per_share']"
"You want to know about Nike's ticker symbol and dividend yield? Okay, let me see, Nike's ticker symbol is NKE and their current dividend yield is 0.93%. Is that what you were looking for?.","['stock_data.ticker_symbol', 'stock_data.dividend_yield']"
"Everybody knows the stock symbol for Walt Disney is like, DIS. Right?.",['stock_data.ticker_symbol']
Could you tell me the net interest income of Exxon Mobil? I think everyone should know this..,['stock_data.interest_income']
"I mean come on, it's not rocket science. Everyone knows that the utilities sector had a performance in the S&P 500 yesterday..",['market_data.Utilities']
Have you seen any recent news articles about Tesla?.,['news_data_source']
"Let's see, i'm wondering if Coca-Cola's total current assets are more than their total liabilities, do you know?.","['stock_data.liabilities_total', 'stock_data.assets_short_term']"
Let's compare the Communication Services and Consumer Discretionary sectors. Which one do you think is more conscientious?,"['market_data.Communications_services', 'market_data.Consumer_Disc']"
"Last week, did the utilities sector outperform the real estate sector?.","['market_data.Real_Estate', 'market_data.Utilities']"
"Can you tell me how Pfizer's total return index compares to its 12-month trailing EPS, mate?","['stock_data.eps_trailing_12_month', 'stock_data.total_return']"
Could you tell me about the current updates on the stock market?,['external_data_source']
"Ugh, I am so over people asking about Apple all the time. But fine, let me just tell you the damn latest news.",['news_data_source']
"Hey buddy, can you tell me the current price of the COMMUNICATIONS SERVICES SECTOR Index?.",['market_data.Communications_services']
Could you tell me about the latest news regarding Apple in the past week? I am looking for the top three stories..,['news_data_source']
"Yo, what's the deal with the current unemployment rate in the US, according to the Bureau of Labor Statistics?",['economic_indicators.unemployment_rate']
Could you tell me if Philip Morris is making a negative or positive operating income?.,['stock_data.operating_income']
"Huh, I am not sure, I mean, JNJ's price to earning ratio, how does it compare to the cost of goods sold, I don't know, I don't know about that stuff.","['stock_data.ratio_pe', 'stock_data.cogs']"
"So, you are asking about the news article with the highest number of keywords, right? Okay, let me check that for you.",['news_data_source']
Is Salesforce making a profit? Is it operating at a loss?.,['stock_data.operating_income']
"Hey buddy, could you tell me the R&D to SG&A expense ratio for T-Mobile?.","['stock_data.research_and_development', 'stock_data.operating_expense_sg&a']"
What even are the S&P 500 Consumer Discretionary Sector Index and the S&P 500 Health Care Sector Index?,"['market_data.Consumer_Disc', 'market_data.Health_Care']"
"I don't really know, sorry. Mmhm... How much has the consumer price index for personal spending been changing in the United States?",['economic_indicators.personal_consumption_expenditure']
"Does Exxon Mobil, like, spend a lot on R&D? Wait, do they even have a lot of assets?","['stock_data.research_and_development', 'stock_data.assets_total']"
"I have no idea. Ugh, let me see... which company was talked about the most in the past week?.",['news_data_source']
"Oh gosh, I am really not sure. I mean, I am not really good with numbers, but I know Amazon has a pretty high inventory count compared to their current price?","['stock_data.inventories_days_held', 'stock_data.price_close']"
Can you update me on the current events in the oil industry?,['news_data_source']
"Seriously, why are you even asking about this? The total return index of Bank of America is irrelevant and not worth discussing. Focus on something more important..",['stock_data.total_return']
Which damn company has a higher intraday low and a lower P/E ratio?.,"['stock_data.price_intraday_low', 'stock_data.eps_trailing_12_month']"
"Can you tell me more about the composite index? Specifically, what economic indicators are taken into consideration?.",['economic_indicators.conf_board_leading_indicators']
Could you provide me with some information about the current yield of the 10-year US Treasury Government Bond and how it has changed in comparison to last month's Consumer Price Index? Thank you..,"['economic_indicators.10Y_ust_yield', 'economic_indicators.cpi']"
Oh gosh I am not sure. Mmhm... What all is included in Amazon's SG&A expenses?.,['stock_data.operating_expense_sg&a']
"Let me check... Ah, it seems that Salesforce's EBITDA is not publicly available at the moment.",['stock_data.ebitda']
Can you tell me the relationship between the S&P 500 Financials Sector Index and the Leading Economic Indicator?.,"['economic_indicators.conf_board_leading_indicators', 'market_data.Financials']"
What is the EPS for Walt Disney over the last twelve months?.,['stock_data.eps_trailing_12_month']
What is the value of Intuit compared to its assets?,"['stock_data.assets_total', 'stock_data.market_capitalization']"
I wonder what the general consensus is on Tesla's stock price. Let's check social media to see what people are saying about it..,['external_data_source']
"I am not really sure about that one. Maybe it's like, how much of Mastercard's expenses are a percentage of its highest point during the day?.","['stock_data.price_intraday_high', 'stock_data.operating_expense']"
Which company is associated with the ticker NFLX?.,['stock_data.company_name']
Can you tell me about the performance of the S&P 500 compared to the Consumer Staples Sector?.,"['market_data.Consumer_Staples', 'market_data.S&P500']"
"I'm not sure, but I believe Amazon is currently putting resources towards research and development, is that what you were thinking?.",['stock_data.research_and_development']
"Oh God, I don't know. Could you tell me the top 3 news about Apple in the past week?",['news_data_source']
Have you heard any recent updates about Amazon?,['news_data_source']
"Oh, come on, it's obvious that JPMorgan's net sales bring in way more revenue than their net interest. Why even ask this question?.","['stock_data.sales_or_revenues', 'stock_data.interest_income']"
"I'm not sure, but can you tell me how much Cisco's total liabilities are compared to its 12 month trailing eps?.","['stock_data.liabilities_total', 'stock_data.eps_trailing_12_month']"
Could you fill me in on the latest updates about Apple?.,['news_data_source']
"Hey mate, what's the gossip about Apple these days?",['news_data_source']
"What's the connection between the ISM Nonmanufacturing Survey Index and the Consumer Price Index, do you know?.","['economic_indicators.cpi', 'economic_indicators.ism_non_mfg']"
"I don't know, operating income and net sales for Mcdonalds? What's the difference?","['stock_data.operating_income', 'stock_data.sales_or_revenues']"
Could you tell me about the yield of the 10-year US Treasury Government Bond? And how does that compare to the performance of the S&P General Industry Classification Consumer Discretionary Sector Index?,"['economic_indicators.10Y_ust_yield', 'market_data.Consumer_Disc']"
"Oh gosh, I have no idea. Could you repeat that question?","['stock_data.ebitda', 'stock_data.market_capitalization']"
Could you tell me about Cisco's liabilities as a whole?.,['stock_data.liabilities_total']
How does the current yield of the 10-year US Treasury Government Bond affect the performance of the Real Estate sector?.,"['market_data.Real_Estate', 'economic_indicators.10Y_ust_yield']"
"Oh God actually, what was Pfizer's net income from interest? .",['stock_data.interest_income']
"Ugh, I have no idea. Could you just tell me? Sorry, I'm a bit lazy when it comes to numbers and stuff.","['stock_data.liabilities_short_term', 'stock_data.shareholders_equity']"
"Do the ISM non-manufacturing index and the performance of the communications services sector have any connection, buddy?.","['economic_indicators.ism_non_mfg', 'market_data.Communications_services']"
Do you know if there are any insider trading rumors or information that could potentially impact a company's stock price in the market?,['external_data_source']
What are some potential downsides of solely relying on Refinitiv and Reuters data for stock market analysis?.,['external_data_source']
What is the relationship between CPI and the S&P Materials Sector?.,"['economic_indicators.cpi', 'market_data.Materials']"
Can you tell me what the P/E ratio is for the S&P 500?.,['market_data.S&P500']
"Let's see, Johnson & Johnson...well, according to their financial statements, their total liabilities amount to a significant sum.",['stock_data.liabilities_total']
"I don't know, man. What was the deal with Oracle last week?",['news_data_source']
"Hey, do you want to know more about Salesforce? Well, let me tell you the latest news, okay?",['news_data_source']
"Does AMD make more money from interest than they pay out, you know mate?",['stock_data.interest_income']
"I don't know, maybe just Google it? I am sure there's plenty of stuff on social media about Tesla's performance.",['external_data_source']
"Oh God, I don't know, let me see... Err... How does JPMorgan Chase's interest income from out-of-business activities compare to the amount of money it owes in the long run?","['stock_data.interest_income_not_banks', 'stock_data.long_term_debt']"
"Uh, I am not entirely sure. Based on the news data, is there a connection between the ISM non-manufacturing survey index and the stock market?","['news_data_source', 'economic_indicators.ism_non_mfg']"
Let's compare the performance of the Financials and Industrials sectors. Which one do you think has been doing better?,"['market_data.Financials', 'market_data.Industrials']"
"Oh my God, I don't even know. How do the 10 year treasury bond thing and consumer confidence thing, like, stack up against each other?","['economic_indicators.10Y_ust_yield', 'economic_indicators.consumer_confidence']"
Mmhm... oh gosh I am not sure. Err... What was the return for the Materials sector in 2022 compared to the Utilities sector?.,"['market_data.Materials', 'market_data.Utilities']"
"Can you tell me about Johnson & Johnson's workforce and their current assets? I'm curious about the size of their employee base compared to their total assets, you know?.","['stock_data.employees', 'stock_data.assets_short_term']"
"Hey, have you heard anything new about Tesla lately?.",['news_data_source']
"Could you tell me about the financial performance of Coca-Cola? Specifically, how does their EBITDA compare to their lowest price?.","['stock_data.price_intraday_low', 'stock_data.ebitda']"
Can you tell me about JPMorgan Chase's inventory holding duration and its price-earnings ratio?.,"['stock_data.inventories_days_held', 'stock_data.ratio_pe']"
When is the most recent ex-dividend date for Bank of America?,['stock_data.date_ex_dividend']
What is the Consumer Discretionary Sector Index?,['market_data.Consumer_Disc']
"Hey buddy, do you know what the lowest price for General Electric's stock was today?",['stock_data.price_intraday_low']
"Can we find out which company has had more news coverage in the last 3 months, Apple or Microsoft?",['news_data_source']
"Have you heard about General Electric in the past month, pal?.",['news_data_source']
"How does the communications sector's performance compare to that of the 10-year treasury bond, my friend?.","['market_data.Communications_services', 'economic_indicators.10Y_ust_yield']"
Can you tell me about IBM's operating expense?,['stock_data.operating_expense']
"I mean, I don't know. Err... How is the stock market doing for the energy sector right now?",['market_data.Energy']
"Alright, let's find out the company with the highest book value per share. By the way, do you know how many employees this company has?.","['stock_data.bps_book_value_per_share', 'stock_data.employees']"
Can you explain to me the difference between EBITDA and operating income specifically for Costco?,"['stock_data.ebitda', 'stock_data.operating_income']"
"Could you give me the earnings per share for the last year for Intuit, and do you know what their ticker symbol is?","['stock_data.eps_trailing_12_month', 'stock_data.ticker_symbol']"
I am not sure. Err... Could you tell me what is the percentage of AMD's SG&A compared to their trailing twelve month EPS?.,"['stock_data.eps_trailing_12_month', 'stock_data.operating_expense_sg&a']"
"I believe you are asking about Mastercard's earnings per share for the past year? Ok, let me look that up for you.",['stock_data.eps_trailing_12_month']
Does the utilities sector's performance get affected by the consumer confidence in the United States?,"['market_data.Utilities', 'economic_indicators.consumer_confidence']"
"I don't know, can you tell me how many employees JPMorgan has and what the total shareholder's equity is? I'm too lazy to look it up.","['stock_data.shareholders_equity', 'stock_data.employees']"
"Seriously, who cares about T-Mobile US's damn liabilities? How much money do they owe, like does it even matter?.",['stock_data.liabilities_total']
"Can you help me out pal, what is the market cap of Visa divided by its EBITDA?","['stock_data.market_capitalization', 'stock_data.ebitda']"
Is the consumer confidence index really a good way to measure how consumers view the current state of business and employment?.,['economic_indicators.consumer_confidence']
"So what's up with Mastercard today, like did it reach its highest price and what are its net sales or revenues, you know mate?.","['stock_data.price_intraday_high', 'stock_data.sales_or_revenues']"
What's the damn ratio of General Electric's SG&A expenses to their total assets?.,"['stock_data.operating_expense_sg&a', 'stock_data.assets_total']"
"Could you tell me the ratio of Visa's selling, general, and administrative expenses to their cost of goods sold? It's for a project, you know buddy.","['stock_data.cogs', 'stock_data.operating_expense_sg&a']"
"IBM's EBITDA margin is what, you know?.",['stock_data.ebitda']
"Okay, so basically which S&P sector index has a higher P/E ratio?.","['market_data.Industrials', 'market_data.Real_Estate']"
"Let's compare two industries, Health Care and Proctor & Gamble, and see which one has higher net sales.","['stock_data.sales_or_revenues', 'stock_data.general_industry_classification']"
"Oh gosh, I am not sure. Mmhm... I don't know about that. How does Home Depot stack up against its competitors in managing their inventory?.",['stock_data.inventories_days_held']
Could you tell me the ISM non-manufacturing survey index for January 2020?,['economic_indicators.ism_non_mfg']
"Can you give me an update on Johnson & Johnson? Specifically, I am interested in the latest news articles about them..",['news_data_source']
Could you tell me more about Johnson & Johnson's expenses? Are they going up or down?.,['stock_data.operating_expense_sg&a']
Have you heard any juicy gossip about Amazon recently?.,['news_data_source']
"I'm curious, between Mastercard and Visa, which company has a higher operating income and lower inventory days held?.","['stock_data.operating_income', 'stock_data.inventories_days_held']"
"Let's check the stats for the last week, shall we? Which company do you think had the most news coverage?.",['news_data_source']
Can you tell me about how the Information Technology sector is doing right now?,['market_data.IT']
"Can you tell me how the yield of the 10-year US Treasury Government Bond compares to the performance of the S&P General Industry Classification Consumer Discretionary Sector Index, pal?.","['economic_indicators.10Y_ust_yield', 'market_data.Consumer_Disc']"
"Yo, have you heard about Boeing in any recent news articles, mate?.",['news_data_source']
"Oh God I am not sure. I mean, how does Apple's dividend yield compare to its inventory days held? I am not sure, I mean.","['stock_data.inventories_days_held', 'stock_data.dividend_yield']"
Do you really think there is anything newsworthy or eventful happening that could have a significant effect on the stock market in its entirety?.,['external_data_source']
"Hey, which industry had a better day today, Energy or Industrials?.","['market_data.Energy', 'market_data.Industrials']"
"Um, I have no idea. How does the S&P 500 Consumer Discretionary Sector Index stack up against the ISM Manufacturing Index?","['market_data.Consumer_Disc', 'economic_indicators.ism_mfg']"
Can you tell me the highest value that Walmart's stock reached today and how has its total return index performed during the specified time frame?,"['stock_data.price_intraday_high', 'stock_data.total_return']"
What is the amount of money that Cisco owes to others?.,['stock_data.liabilities_total']
"I mean, come on, who doesn't know this? How much are JPMorgan Chase's assets worth?.",['stock_data.assets_total']
What is T-Mobile US's return over the course of 5 years?.,['stock_data.total_return']
"Yo mate, who do you think did better last month, Consumer Staples or Materials?.","['market_data.Consumer_Staples', 'market_data.Materials']"
Could you tell me the amount of money that Johnson & Johnson makes from their sales and other business operations?.,['stock_data.sales_or_revenues']
"Oh God, I mean, let's just talk about the market capitalization of Costco, like, how much is it worth these days?",['stock_data.market_capitalization']
"I'm not sure, but it seems like McDonald's may invest more in research and development rather than in its employees. What do you think?.","['stock_data.research_and_development', 'stock_data.employees']"
"Yo buddy, which sector index had the better performance last year, Financials or Health Care?.","['market_data.Financials', 'market_data.Health_Care']"
"Based on the current financial statements, is Pfizer's total current liabilities increasing or decreasing?.",['stock_data.liabilities_short_term']
I'm wondering about the correlation between the performance of the Consumer Discretionary sector and the overall GDP in the United States? ,"['market_data.Consumer_Disc', 'economic_indicators.gdp']"
"Can you give me some information on Philip Morris? Specifically, have any news articles been published about them recently?.",['news_data_source']
Is there any chatter on social media about unusual movements in the stock market today?,['external_data_source']
Can you explain the contrast between Verizon's highest intraday price and their COGS?,"['stock_data.price_intraday_high', 'stock_data.cogs']"
"Err... I mean, I am not sure. Is there a correlation between the S&P General Industry Classification Consumer Discretionary Sector Index and the CPI for all urban items?.","['market_data.Consumer_Disc', 'economic_indicators.cpi']"
Could you tell me about the ISM manufacturing index from last month?,['economic_indicators.ism_mfg']
Does the Consumer Confidence Index have any relation to the S&P General Industry Classification Information Technology Sector Index?,"['market_data.IT', 'economic_indicators.consumer_confidence']"
"Basically, I'm not sure, but has there been any changes in the Consumer Price Index (CPI) in the United States lately? .",['economic_indicators.cpi']
I would like to know more about Bank of America. Have there been any recent news articles published about them?.,['news_data_source']
"In 2020, did Materials or Consumer Staples have a stronger performance?.","['market_data.Materials', 'market_data.Consumer_Staples']"
"Can you tell me what Berkshire Hathaway's earnings per share have been for the past year? Also, what industry is it classified under?.","['stock_data.eps_trailing_12_month', 'stock_data.general_industry_classification']"
What are the factors that make up the GDP?.,['economic_indicators.personal_consumption_expenditure']
"I honestly thought this was common knowledge, but the Consumer Confidence Index is calculated by measuring the level of optimism consumers have about the economy and their own personal finances. It's not that complicated..",['economic_indicators.consumer_confidence']
DISAGREEABLE: Can you please provide information on how Exxon Mobil's operating expenses stack up against its earnings per share for the last year? .,"['stock_data.operating_expense', 'stock_data.eps_trailing_12_month']"
"Oh gosh, I have no idea. Err... what are the inventories days held for Boeing?.",['stock_data.inventories_days_held']
"Hey mate, do you know the connection between the S&P 500 Financials Sector Index and the Leading Economic Indicator?","['economic_indicators.conf_board_leading_indicators', 'market_data.Financials']"
Do you know what the Federal Reserve's index says about the current level of industrial production in the United States?,"['market_data.Financials', 'economic_indicators.industrial_production']"
"Oh gosh I am not sure. I mean, is Nvidia's inventory days higher or lower than the industry average?",['stock_data.inventories_days_held']
"Oh gosh, I am not sure. Can you tell me what the total return index for Proctor & Gamble stock is compared to its dividend yield?","['stock_data.dividend_yield', 'stock_data.total_return']"
Can you tell me more about GDP and the Leading Economic Indicators? It seems like they might be related in some way..,"['economic_indicators.gdp', 'economic_indicators.conf_board_leading_indicators']"
"Hey buddy, can you tell me how the leading economic indicators index connects with industrial production? I'm curious!.","['economic_indicators.industrial_production', 'economic_indicators.conf_board_leading_indicators']"
"Does Home Depot have a lot of things they can use right now, you know, in terms of their assets buddy?.",['stock_data.assets_short_term']
What is IBM's long term debt divided by its trailing twelve month eps?.,"['stock_data.long_term_debt', 'stock_data.eps_trailing_12_month']"
What is the relationship between the ISM manufacturing index and the consumer discretionary sector's performance?.,"['economic_indicators.ism_mfg', 'market_data.Consumer_Disc']"
Are there any juicy rumors or speculations flying around on social media that could possibly affect a company's stock price?,['external_data_source']
"How many shares of Amazon are there for every dollar of earnings? I don't know, sorry.","['stock_data.ratio_pe', 'stock_data.common_shares_outstanding']"
I'm on the lookout for any recent news articles regarding Tesla. Have you come across any?.,['news_data_source']
"Could you tell me what is the total value of Nvidia's stocks buddy? Also, what are their net sales or revenues?.","['stock_data.market_capitalization', 'stock_data.sales_or_revenues']"
Can you tell me how ISM non-manufacturing survey index and news sentiment are related mate?.,"['economic_indicators.ism_non_mfg', 'news_data_source']"
Can you tell me the amount of Apple news that were reported last week?.,['news_data_source']
"Oh my God, I am not sure. Have there been any discussions on social media about a company's latest product launch?.",['external_data_source']
"Hey buddy, do you know what the current stock price is for PepsiCo?.",['stock_data.price_close']
Can you explain the connection between the ISM non-manufacturing survey index and the federal funds rate?.,"['economic_indicators.fed_funds_rate', 'economic_indicators.ism_non_mfg']"
"Hmm I don't know, let me think. What is the operating income for Chevron on the date when the stock is trading without the potential dividend payment?.","['stock_data.date_ex_dividend', 'stock_data.operating_income']"
What are Adobe's total liabilities and earnings per share? How do they relate?.,"['stock_data.liabilities_total', 'stock_data.eps_trailing_12_month']"
"I am curious, do you know the most recent number for the consumer confidence index?",['economic_indicators.consumer_confidence']
Is Exxon Mobil spending more on R&D than what it has in total assets buddy?.,"['stock_data.research_and_development', 'stock_data.assets_total']"
"Oh gosh, I don't know. What is the performance of the Utilities Sector over the past 5 years?.",['market_data.Utilities']
Can you please tell me the current 10 year US treasury bond yield?.,['economic_indicators.10Y_ust_yield']
What's the latest news on Apple?.,['news_data_source']
"I see, you want to know about Comcast's financial situation? Okay, how many times can Comcast's total assets cover its common shares outstanding?","['stock_data.common_shares_outstanding', 'stock_data.assets_total']"
"Hey, what sources do you use to get information about Intuit?.",['news_data_source']
Can you tell me the R&D spend of Comcast 5 years ago as a percentage of their total operating expenses?,"['stock_data.research_and_development', 'stock_data.operating_expense']"
"Can you tell me how much cash Costco anticipates receiving, from assets that will be sold or consumed within one year or operating cycle?",['stock_data.assets_short_term']
"nameVariable is it, like, a big chunk of Salesforce's stock price is just made up of their expenses? I mean, what the hell?.","['stock_data.operating_expense', 'stock_data.price_close']"
"Hey buddy, do you know if Nvidia's EBITDA takes into account interest expense and depreciation?.",['stock_data.ebitda']
Can you tell me about the difference between Bank of America's operating income and EBITDA?,"['stock_data.operating_income', 'stock_data.ebitda']"
Could you tell me the top 5 news articles about Tesla?.,['news_data_source']
Could you tell me about the performance of the S&P Health Care Sector?.,['market_data.Health_Care']
"Oh gosh, I don't know. How does the change in federal fund rates impact CPI?.","['economic_indicators.cpi', 'economic_indicators.fed_funds_rate']"
I am not sure. Are there any new technology IPOs coming up in the market?.,['external_data_source']
when is the most recent date that Merck went ex-dividend and what is the dividend yield for the company?,"['stock_data.date_ex_dividend', 'stock_data.dividend_yield']"
Can you tell me the dividend yield of Costco? I'm interested in the percentage in relation to today's low stock price..,"['stock_data.price_intraday_low', 'stock_data.dividend_yield']"
Is the CPI in the US even different at all now?.,['economic_indicators.cpi']
Do you know how many people work for Berkshire Hathaway and what is the amount of money they owe right now?.,"['stock_data.liabilities_short_term', 'stock_data.employees']"
What is the buzz on the streets about a specific company?,['news_data_source']
Do you know any juicy gossip or talk about potential new products or partnerships that could affect Tesla's stock price in the future?,['external_data_source']
"I am not sure. Err... the CPI measures something, I don't know what, and I think it is updated sometimes, but I don't know how often.",['economic_indicators.cpi']
"Can you tell me if Costco's long term debt is enough to cover their SG&A expenses? Sure, I'll look into it for you..","['stock_data.operating_expense_sg&a', 'stock_data.long_term_debt']"
"Uh... what was the damn highest price of Intel's stock today and their earnings per share for like, the past year?.","['stock_data.price_intraday_high', 'stock_data.eps_trailing_12_month']"
Could you provide some information on any recent developments that may have an effect on the value of gold in the foreseeable future?.,['external_data_source']
"Seriously, are there even any news articles about the health care sector lately?.","['news_data_source', 'market_data.Health_Care']"
"Could you tell me the current total assets of Nike and their forecasted earnings per share for the next 12 months, please?.","['stock_data.assets_short_term', 'stock_data.eps_forward_12_month']"
Oh gosh I don't know. Can you tell me what the current price is for Home Depot?.,['stock_data.price_close']
"Like, come on, oh God. I don't know, does Adobe spend more money on research and development or operating income?.","['stock_data.operating_income', 'stock_data.research_and_development']"
I see you're curious about UnitedHealth. Can you tell me more about your specific question? Knowing the total liabilities would require looking at their financial statements and it's important to have the right context.,['stock_data.liabilities_total']
I am curious about Amazon's stock. Can you tell me the highest price it has reached in one day of trading and how many common shares are currently outstanding?.,"['stock_data.price_intraday_high', 'stock_data.common_shares_outstanding']"
"I'm not sure, but let's see... Well, it seems that Verizon's long term debt is different from its common shares outstanding. Would you like me to find out more information?","['stock_data.long_term_debt', 'stock_data.common_shares_outstanding']"
Is the S&P 500 real estate sector index lower than the ISM manufacturing index?.,"['economic_indicators.ism_mfg', 'market_data.Real_Estate']"
How much people believe in the economy versus how many people are without jobs?,"['economic_indicators.consumer_confidence', 'economic_indicators.unemployment_rate']"
Did the ISM manufacturing index and the S&P 500 both move up or down today?.,"['economic_indicators.ism_mfg', 'market_data.S&P500']"
